Dm_FBgn,Dm_FBpp,name,CG,len
FBgn0030121,FBpp0292089,Cfp1,CG17446,643
FBgn0030120,FBpp0071263,CG17440,CG17440,366
FBgn0052703,FBpp0071264,Erk7,CG32703,916
FBgn0052703,FBpp0292090,Erk7,CG32703,916
FBgn0052703,FBpp0292091,Erk7,CG32703,451
FBgn0000077,FBpp0071266,amx,CG12127,284
FBgn0000077,FBpp0298282,amx,CG12127,284
FBgn0052704,FBpp0071268,Ir8a,CG32704,936
FBgn0030109,FBpp0071269,CG12121,CG12121,738
FBgn0030102,FBpp0071271,SmydA,CG12119,500
FBgn0030102,FBpp0309430,SmydA,CG12119,500
FBgn0030101,FBpp0071274,CG12118,CG12118,284
FBgn0030101,FBpp0071275,CG12118,CG12118,284
FBgn0030097,FBpp0071276,CG12115,CG12115,263
FBgn0030096,FBpp0071277,Zpr1,CG9060,457
FBgn0040931,FBpp0071278,CG9034,CG9034,77
FBgn0040931,FBpp0309301,CG9034,CG9034,77
FBgn0014868,FBpp0071279,Ost48,CG9022,449
FBgn0030092,FBpp0071283,fh,CG8971,190
FBgn0030090,FBpp0071284,fend,CG12664,321
FBgn0030090,FBpp0305496,fend,CG12664,321
FBgn0004856,FBpp0071285,Bx42,CG8264,547
FBgn0004856,FBpp0305943,Bx42,CG8264,547
FBgn0030087,FBpp0071286,CG7766,CG7766,1247
FBgn0030087,FBpp0071287,CG7766,CG7766,1248
FBgn0030087,FBpp0301189,CG7766,CG7766,1338
FBgn0030087,FBpp0301190,CG7766,CG7766,1358
FBgn0030087,FBpp0113086,CG7766,CG7766,1305
FBgn0030087,FBpp0113087,CG7766,CG7766,1227
FBgn0030087,FBpp0309977,CG7766,CG7766,1210
FBgn0030081,FBpp0071288,CG7246,CG7246,602
FBgn0030078,FBpp0071291,CG10970,CG10970,103
FBgn0030078,FBpp0311999,CG10970,CG10970,103
FBgn0030077,FBpp0071292,CG15365,CG15365,821
FBgn0030077,FBpp0308736,CG15365,CG15365,828
FBgn0030077,FBpp0308737,CG15365,CG15365,821
FBgn0026149,FBpp0071293,BCL7,CG17252,154
FBgn0030136,FBpp0071295,RpS28b,CG2998,65
FBgn0030136,FBpp0310057,RpS28b,CG2998,65
FBgn0001186,FBpp0071296,Hex,CG3001,541
FBgn0001186,FBpp0071297,Hex,CG3001,448
FBgn0001186,FBpp0305527,Hex,CG3001,448
FBgn0030141,FBpp0071298,Gga,CG3002,660
FBgn0027084,FBpp0071301,LysRS,CG12141,574
FBgn0027084,FBpp0071302,LysRS,CG12141,607
FBgn0027084,FBpp0292593,LysRS,CG12141,607
FBgn0052699,FBpp0110147,LPCAT,CG32699,533
FBgn0052702,FBpp0271945,Cubn,CG32702,3750
FBgn0030137,FBpp0071306,CG15317,CG15317,193
FBgn0028327,FBpp0071307,l,CG32701,302
FBgn0028327,FBpp0310058,l,CG32701,302
FBgn0000233,FBpp0071314,btd,CG12653,644
FBgn0020378,FBpp0071316,Sp1,CG1343,520
FBgn0020378,FBpp0271862,Sp1,CG1343,715
FBgn0020378,FBpp0301973,Sp1,CG1343,720
FBgn0020378,FBpp0303753,Sp1,CG1343,726
FBgn0052698,FBpp0071321,CARPB,CG32698,327
FBgn0052698,FBpp0307860,CARPB,CG32698,327
FBgn0052698,FBpp0298824,CARPB,CG32698,327
FBgn0052698,FBpp0311998,CARPB,CG32698,327
FBgn0026415,FBpp0071328,Idgf4,CG1780,442
FBgn0026415,FBpp0071329,Idgf4,CG1780,442
FBgn0026415,FBpp0309782,Idgf4,CG1780,442
FBgn0030148,FBpp0071338,CG3106,CG3106,742
FBgn0030148,FBpp0311996,CG3106,CG3106,742
FBgn0030164,FBpp0071343,CG1889,CG1889,332
FBgn0030164,FBpp0111882,CG1889,CG1889,332
FBgn0030164,FBpp0307845,CG1889,CG1889,338
FBgn0030164,FBpp0307846,CG1889,CG1889,99
FBgn0052694,FBpp0071345,CG32694,CG32694,364
FBgn0052694,FBpp0071346,CG32694,CG32694,349
FBgn0052694,FBpp0071347,CG32694,CG32694,349
FBgn0052694,FBpp0309420,CG32694,CG32694,167
FBgn0052694,FBpp0298369,CG32694,CG32694,187
FBgn0052694,FBpp0298370,CG32694,CG32694,344
FBgn0052694,FBpp0298371,CG32694,CG32694,195
FBgn0030170,FBpp0071350,CG2990,CG2990,1100
FBgn0030170,FBpp0111884,CG2990,CG2990,1099
FBgn0004045,FBpp0071354,Yp1,CG2985,439
FBgn0004045,FBpp0312020,Yp1,CG2985,439
FBgn0052693,FBpp0071355,Gr9a,CG32693,341
FBgn0030174,FBpp0071357,CG15312,CG15312,410
FBgn0030174,FBpp0071358,CG15312,CG15312,410
FBgn0030174,FBpp0071356,CG15312,CG15312,410
FBgn0030174,FBpp0301158,CG15312,CG15312,464
FBgn0030174,FBpp0301159,CG15312,CG15312,414
FBgn0030174,FBpp0301160,CG15312,CG15312,410
FBgn0005391,FBpp0071359,Yp2,CG2979,442
FBgn0005391,FBpp0308710,Yp2,CG2979,442
FBgn0030167,FBpp0111883,CG15252,CG15252,567
FBgn0030167,FBpp0300229,CG15252,CG15252,587
FBgn0030163,FBpp0071364,CG1791,CG1791,334
FBgn0030163,FBpp0111881,CG1791,CG1791,195
FBgn0030163,FBpp0307847,CG1791,CG1791,333
FBgn0030177,FBpp0071365,CG2972,CG2972,472
FBgn0030177,FBpp0309414,CG2972,CG2972,472
FBgn0030181,FBpp0111886,CG12645,CG12645,206
FBgn0030181,FBpp0305116,CG12645,CG12645,202
FBgn0028342,FBpp0071373,ATPsyndelta,CG2968,157
FBgn0028342,FBpp0305117,ATPsyndelta,CG2968,157
FBgn0028342,FBpp0310433,ATPsyndelta,CG2968,157
FBgn0030189,FBpp0071376,CG2909,CG2909,505
FBgn0028480,FBpp0071379,CG17841,CG17841,429
FBgn0028480,FBpp0422973,CG17841,CG17841,429
FBgn0030195,FBpp0071380,CG2898,CG2898,351
FBgn0000711,FBpp0071381,flw,CG2096,461
FBgn0000711,FBpp0071382,flw,CG2096,330
FBgn0000711,FBpp0305497,flw,CG2096,330
FBgn0000711,FBpp0423145,flw,CG2096,339
FBgn0030200,FBpp0071383,RabX2,CG2885,195
FBgn0030206,FBpp0071385,CG2889,CG2889,581
FBgn0030206,FBpp0298822,CG2889,CG2889,581
FBgn0030208,FBpp0071386,PPP4R2r,CG2890,609
FBgn0030208,FBpp0071387,PPP4R2r,CG2890,609
FBgn0030208,FBpp0089154,PPP4R2r,CG2890,609
FBgn0030208,FBpp0307839,PPP4R2r,CG2890,522
FBgn0052687,FBpp0071392,CG32687,CG32687,377
FBgn0052687,FBpp0307841,CG32687,CG32687,377
FBgn0030207,FBpp0071393,CG2887,CG2887,342
FBgn0030204,FBpp0071396,Or9a,CG15302,392
FBgn0052683,FBpp0071397,CG32683,CG32683,804
FBgn0052683,FBpp0309786,CG32683,CG32683,804
FBgn0030202,FBpp0071398,CG12640,CG12640,115
FBgn0030196,FBpp0071399,Psf3,CG2222,212
FBgn0030196,FBpp0305498,Psf3,CG2222,212
FBgn0030196,FBpp0312067,Psf3,CG2222,212
FBgn0052681,FBpp0071400,CG32681,CG32681,1506
FBgn0052686,FBpp0071401,CG32686,CG32686,719
FBgn0052686,FBpp0071402,CG32686,CG32686,1082
FBgn0052679,FBpp0071403,CG32679,CG32679,254
FBgn0028331,FBpp0071404,l,CG2221,625
FBgn0028331,FBpp0312440,l,CG2221,625
FBgn0028331,FBpp0312441,l,CG2221,625
FBgn0030191,FBpp0071405,CG15306,CG15306,357
FBgn0030191,FBpp0303348,CG15306,CG15306,357
FBgn0011770,FBpp0071406,Gip,CG2227,264
FBgn0040942,FBpp0071410,CG12643,CG12643,77
FBgn0030187,FBpp0071413,Ipod,CG2961,349
FBgn0030187,FBpp0312053,Ipod,CG2961,349
FBgn0030187,FBpp0312054,Ipod,CG2961,349
FBgn0040941,FBpp0289350,CG15308,CG15308,95
FBgn0040941,FBpp0305118,CG15308,CG15308,82
FBgn0030186,FBpp0071415,CG2962,CG2962,376
FBgn0030183,FBpp0071416,CG15309,CG15309,114
FBgn0030183,FBpp0111887,CG15309,CG15309,114
FBgn0030183,FBpp0305119,CG15309,CG15309,114
FBgn0030183,FBpp0305120,CG15309,CG15309,114
FBgn0030183,FBpp0305121,CG15309,CG15309,114
FBgn0030178,FBpp0288673,Naxe,CG2974,230
FBgn0052685,FBpp0071418,ZAP3,CG32685,1884
FBgn0052685,FBpp0300806,ZAP3,CG32685,1293
FBgn0052685,FBpp0300807,ZAP3,CG32685,1885
FBgn0052685,FBpp0300808,ZAP3,CG32685,1258
FBgn0067052,FBpp0071419,Rab9D,CG32678,197
FBgn0030217,FBpp0071420,CG2124,CG2124,629
FBgn0030223,FBpp0071421,CG2111,CG2111,931
FBgn0052677,FBpp0071422,X11Lbeta,CG32677,2139
FBgn0052677,FBpp0309789,X11Lbeta,CG32677,2066
FBgn0052677,FBpp0309790,X11Lbeta,CG32677,2129
FBgn0003204,FBpp0071423,ras,CG1799,537
FBgn0003204,FBpp0071424,ras,CG1799,537
FBgn0003204,FBpp0309791,ras,CG1799,537
FBgn0003204,FBpp0304573,ras,CG1799,537
FBgn0003204,FBpp0423162,ras,CG1799,590
FBgn0030228,FBpp0071426,BTBD9,CG1826,722
FBgn0030228,FBpp0306532,BTBD9,CG1826,722
FBgn0052672,FBpp0071427,Atg8a,CG32672,121
FBgn0052672,FBpp0312069,Atg8a,CG32672,96
FBgn0052672,FBpp0312070,Atg8a,CG32672,107
FBgn0052675,FBpp0071428,Tango5,CG32675,428
FBgn0052675,FBpp0071429,Tango5,CG32675,530
FBgn0052675,FBpp0071430,Tango5,CG32675,530
FBgn0052675,FBpp0289796,Tango5,CG32675,530
FBgn0052675,FBpp0312071,Tango5,CG32675,530
FBgn0052675,FBpp0306533,Tango5,CG32675,530
FBgn0030230,FBpp0071431,Rph,CG11556,638
FBgn0030230,FBpp0290773,Rph,CG11556,401
FBgn0030230,FBpp0304574,Rph,CG11556,520
FBgn0030230,FBpp0304575,Rph,CG11556,401
FBgn0052676,FBpp0071432,stx,CG32676,1122
FBgn0052676,FBpp0305231,stx,CG32676,1122
FBgn0030224,FBpp0071433,CG12637,CG12637,292
FBgn0052673,FBpp0071434,Rab9E,CG32673,197
FBgn0030222,FBpp0071435,CG9806,CG9806,911
FBgn0030221,FBpp0071436,Rab9Db,CG9807,197
FBgn0030218,FBpp0071439,CG1628,CG1628,459
FBgn0030218,FBpp0302592,CG1628,CG1628,305
FBgn0001206,FBpp0071440,Hmr,CG1619,1413
FBgn0030215,FBpp0071441,CG15296,CG15296,169
FBgn0030215,FBpp0301980,CG15296,CG15296,169
FBgn0034551,FBpp0309630,CG15225,CG15225,225
FBgn0034554,FBpp0307272,CAH14,CG15227,295
FBgn0050295,FBpp0071444,Ipk1,CG30295,621
FBgn0050295,FBpp0112280,Ipk1,CG30295,716
FBgn0050295,FBpp0309631,Ipk1,CG30295,576
FBgn0050295,FBpp0304738,Ipk1,CG30295,715
FBgn0034558,FBpp0293260,Cib2,CG9236,189
FBgn0034560,FBpp0071446,CAH15,CG9235,332
FBgn0020617,FBpp0309625,Rx,CG10052,904
FBgn0034564,FBpp0071449,CG9344,CG9344,79
FBgn0034570,FBpp0071453,CG10543,CG10543,1634
FBgn0034570,FBpp0292294,CG10543,CG10543,1631
FBgn0034570,FBpp0304844,CG10543,CG10543,1634
FBgn0034570,FBpp0304845,CG10543,CG10543,1635
FBgn0034572,FBpp0071455,CG9346,CG9346,957
FBgn0050296,FBpp0071456,RIC,CG30296,465
FBgn0050296,FBpp0071457,RIC,CG30296,505
FBgn0050296,FBpp0112281,RIC,CG30296,481
FBgn0050296,FBpp0112283,RIC,CG30296,505
FBgn0050296,FBpp0291106,RIC,CG30296,456
FBgn0050296,FBpp0291107,RIC,CG30296,423
FBgn0050296,FBpp0291108,RIC,CG30296,472
FBgn0050296,FBpp0291109,RIC,CG30296,392
FBgn0050296,FBpp0291110,RIC,CG30296,441
FBgn0050296,FBpp0291111,RIC,CG30296,425
FBgn0050296,FBpp0291112,RIC,CG30296,474
FBgn0050296,FBpp0291113,RIC,CG30296,416
FBgn0050296,FBpp0291114,RIC,CG30296,385
FBgn0050296,FBpp0291115,RIC,CG30296,434
FBgn0050296,FBpp0291116,RIC,CG30296,472
FBgn0050296,FBpp0301757,RIC,CG30296,505
FBgn0050296,FBpp0301758,RIC,CG30296,342
FBgn0050296,FBpp0309664,RIC,CG30296,425
FBgn0050296,FBpp0309665,RIC,CG30296,336
FBgn0034576,FBpp0071459,ND,CG9350,170
FBgn0034577,FBpp0071461,cpa,CG10540,286
FBgn0034579,FBpp0071462,mRpL54,CG9353,132
FBgn0034580,FBpp0071463,Cht8,CG9357,476
FBgn0003748,FBpp0071464,Treh,CG9364,560
FBgn0003748,FBpp0071465,Treh,CG9364,560
FBgn0003748,FBpp0071466,Treh,CG9364,560
FBgn0003748,FBpp0071467,Treh,CG9364,515
FBgn0003748,FBpp0071468,Treh,CG9364,596
FBgn0003748,FBpp0071469,Treh,CG9364,596
FBgn0003748,FBpp0304696,Treh,CG9364,560
FBgn0034583,FBpp0071470,CG10527,CG10527,296
FBgn0034582,FBpp0071471,Cht9,CG10531,368
FBgn0022700,FBpp0071472,Cht4,CG3986,462
FBgn0050293,FBpp0071473,Cht12,CG30293,470
FBgn0034578,FBpp0071474,CG15653,CG15653,170
FBgn0003391,FBpp0071475,shg,CG3722,1507
FBgn0034573,FBpp0071476,CG3295,CG3295,432
FBgn0001133,FBpp0071477,grau,CG33133,570
FBgn0050291,FBpp0071478,CG30291,CG30291,509
FBgn0034569,FBpp0271922,dgt3,CG3221,565
FBgn0034568,FBpp0271904,CG3216,CG3216,1161
FBgn0034568,FBpp0271905,CG3216,CG3216,1096
FBgn0034567,FBpp0071482,CG15651,CG15651,572
FBgn0034565,FBpp0071483,CG15650,CG15650,145
FBgn0034565,FBpp0311722,CG15650,CG15650,145
FBgn0008636,FBpp0071485,hbn,CG33152,409
FBgn0015524,FBpp0110069,otp,CG10036,271
FBgn0015524,FBpp0288728,otp,CG10036,409
FBgn0015524,FBpp0309632,otp,CG10036,313
FBgn0015524,FBpp0309633,otp,CG10036,264
FBgn0015524,FBpp0309634,otp,CG10036,306
FBgn0015524,FBpp0309635,otp,CG10036,367
FBgn0015524,FBpp0309636,otp,CG10036,374
FBgn0015524,FBpp0309637,otp,CG10036,416
FBgn0015524,FBpp0423156,otp,CG10036,381
FBgn0040653,FBpp0071487,IM4,CG15231,42
FBgn0040653,FBpp0311805,IM4,CG15231,42
FBgn0034553,FBpp0071488,CG9993,CG9993,543
FBgn0034552,FBpp0071489,CG17999,CG17999,545
FBgn0011674,FBpp0071490,insc,CG11312,859
FBgn0016984,FBpp0071491,sktl,CG9985,792
FBgn0016984,FBpp0309638,sktl,CG9985,792
FBgn0016984,FBpp0310605,sktl,CG9985,792
FBgn0034588,FBpp0071495,CG9394,CG9394,679
FBgn0034588,FBpp0311511,CG9394,CG9394,679
FBgn0002736,FBpp0071497,mago,CG9401,147
FBgn0034592,FBpp0071498,CG9406,CG9406,186
FBgn0021872,FBpp0301745,Xbp1,CG9415,307
FBgn0021872,FBpp0301746,Xbp1,CG9415,498
FBgn0026582,FBpp0071501,Hmg,CG9418,376
FBgn0034599,FBpp0071502,hng1,CG9437,315
FBgn0003162,FBpp0071505,Pu,CG9441,273
FBgn0003162,FBpp0071506,Pu,CG9441,308
FBgn0003162,FBpp0071507,Pu,CG9441,324
FBgn0003891,FBpp0071508,tud,CG9450,2515
FBgn0003891,FBpp0309672,tud,CG9450,2512
FBgn0034602,FBpp0071509,Lapsyn,CG15658,343
FBgn0034611,FBpp0071515,MFS16,CG10069,528
FBgn0034611,FBpp0071516,MFS16,CG10069,566
FBgn0034611,FBpp0071517,MFS16,CG10069,528
FBgn0034611,FBpp0309685,MFS16,CG10069,528
FBgn0016726,FBpp0071518,RpL29,CG10071,76
FBgn0016726,FBpp0071519,RpL29,CG10071,76
FBgn0016726,FBpp0296949,RpL29,CG10071,76
FBgn0020306,FBpp0071528,dom,CG9696,3183
FBgn0020306,FBpp0071529,dom,CG9696,3198
FBgn0020306,FBpp0071530,dom,CG9696,2497
FBgn0020306,FBpp0309691,dom,CG9696,3233
FBgn0034622,FBpp0289682,BBS9,CG15666,957
FBgn0034628,FBpp0071532,Acox57D,CG9707,677
FBgn0034628,FBpp0309692,Acox57D,CG9707,677
FBgn0034629,FBpp0071533,Acox57D,CG9709,677
FBgn0034627,FBpp0071534,eEFSec,CG9841,511
FBgn0034626,FBpp0071535,CG10795,CG10795,178
FBgn0034626,FBpp0423125,CG10795,CG10795,203
FBgn0000395,FBpp0071536,cv,CG15671,751
FBgn0034624,FBpp0071537,CG17974,CG17974,259
FBgn0034623,FBpp0071538,CG9822,CG9822,263
FBgn0050394,FBpp0071540,CG30394,CG30394,831
FBgn0050394,FBpp0071539,CG30394,CG30394,831
FBgn0034617,FBpp0071541,Panx,CG9754,541
FBgn0034614,FBpp0071542,CG9752,CG9752,343
FBgn0050390,FBpp0071543,Sgf29,CG30390,289
FBgn0050390,FBpp0309689,Sgf29,CG30390,289
FBgn0050392,FBpp0071544,CG30392,CG30392,223
FBgn0050392,FBpp0309690,CG30392,CG30392,223
FBgn0034612,FBpp0071545,CG10505,CG10505,1312
FBgn0050393,FBpp0071546,CG30393,CG30393,354
FBgn0050391,FBpp0071547,CG30391,CG30391,338
FBgn0034606,FBpp0071548,ASPP,CG18375,1020
FBgn0034606,FBpp0071549,ASPP,CG18375,1069
FBgn0034606,FBpp0303265,ASPP,CG18375,1046
FBgn0034605,FBpp0071550,Ugt49C1,CG15661,530
FBgn0034605,FBpp0110111,Ugt49C1,CG15661,530
FBgn0027073,FBpp0071551,Ugt49B1,CG4302,532
FBgn0034601,FBpp0071552,CG4286,CG4286,219
FBgn0034598,FBpp0071554,CG4266,CG4266,1215
FBgn0034598,FBpp0112013,CG4266,CG4266,1306
FBgn0034598,FBpp0309673,CG4266,CG4266,1212
FBgn0034598,FBpp0302570,CG4266,CG4266,412
FBgn0050389,FBpp0071555,CG30389,CG30389,980
FBgn0050389,FBpp0071556,CG30389,CG30389,980
FBgn0050389,FBpp0303268,CG30389,CG30389,1037
FBgn0050389,FBpp0303269,CG30389,CG30389,1009
FBgn0050389,FBpp0302571,CG30389,CG30389,980
FBgn0034595,FBpp0071558,CG15657,CG15657,113
FBgn0034595,FBpp0309674,CG15657,CG15657,113
FBgn0034590,FBpp0071559,Magi,CG30388,1202
FBgn0034590,FBpp0309675,Magi,CG30388,1202
FBgn0034590,FBpp0309676,Magi,CG30388,1202
FBgn0020312,FBpp0071560,Tmtc3,CG4050,926
FBgn0020312,FBpp0071561,Tmtc3,CG4050,926
FBgn0011824,FBpp0071562,CG4038,CG4038,237
FBgn0034585,FBpp0071563,Rbpn,CG4030,647
FBgn0026369,FBpp0071564,Sara,CG15667,1343
FBgn0003731,FBpp0071570,Egfr,CG10079,1377
FBgn0003731,FBpp0071571,Egfr,CG10079,1426
FBgn0050222,FBpp0289684,CG30222,CG30222,372
FBgn0050222,FBpp0289685,CG30222,CG30222,191
FBgn0050222,FBpp0309699,CG30222,CG30222,375
FBgn0053225,FBpp0289634,CG33225,CG33225,292
FBgn0053225,FBpp0309700,CG33225,CG33225,307
FBgn0034641,FBpp0071575,mahj,CG10080,1544
FBgn0034641,FBpp0293270,mahj,CG10080,1544
FBgn0034642,FBpp0071576,CG15674,CG15674,445
FBgn0034642,FBpp0309726,CG15674,CG15674,445
FBgn0034643,FBpp0071577,CG10321,CG10321,835
FBgn0034643,FBpp0303261,CG10321,CG10321,855
FBgn0034644,FBpp0071578,CG10082,CG10082,902
FBgn0034644,FBpp0071579,CG10082,CG10082,672
FBgn0034645,FBpp0071580,ND,CG10320,110
FBgn0034645,FBpp0112014,ND,CG10320,110
FBgn0034645,FBpp0112015,ND,CG10320,110
FBgn0034645,FBpp0289903,ND,CG10320,110
FBgn0034645,FBpp0289904,ND,CG10320,110
FBgn0034650,FBpp0071583,NC2alpha,CG10318,341
FBgn0034651,FBpp0071585,CG15676,CG15676,182
FBgn0034651,FBpp0309728,CG15676,CG15676,182
FBgn0050263,FBpp0271816,stum,CG30263,1870
FBgn0050263,FBpp0312495,stum,CG30263,1870
FBgn0050263,FBpp0312496,stum,CG30263,424
FBgn0034654,FBpp0071587,eIF3k,CG10306,222
FBgn0034655,FBpp0071588,CG10307,CG10307,341
FBgn0034655,FBpp0311597,CG10307,CG10307,341
FBgn0050290,FBpp0071589,Ppcdc,CG30290,191
FBgn0050290,FBpp0309730,Ppcdc,CG30290,191
FBgn0010228,FBpp0071590,HmgZ,CG17921,111
FBgn0010228,FBpp0071591,HmgZ,CG17921,111
FBgn0010228,FBpp0309731,HmgZ,CG17921,111
FBgn0010228,FBpp0311599,HmgZ,CG17921,111
FBgn0027360,FBpp0071594,Tim10,CG9878,92
FBgn0027360,FBpp0071593,Tim10,CG9878,92
FBgn0050285,FBpp0071595,CG30285,CG30285,112
FBgn0034649,FBpp0071597,PIG,CG9865,466
FBgn0034649,FBpp0071598,PIG,CG9865,466
FBgn0034647,FBpp0071599,pirk,CG15678,197
FBgn0034647,FBpp0311731,pirk,CG15678,197
FBgn0034646,FBpp0071600,Rae1,CG9862,346
FBgn0050284,FBpp0071601,CG30284,CG30284,353
FBgn0050284,FBpp0071602,CG30284,CG30284,325
FBgn0016641,FBpp0071603,PTP,CG9856,1377
FBgn0000326,FBpp0071604,clt,CG9858,562
FBgn0042180,FBpp0071605,CG18870,CG18870,335
FBgn0042180,FBpp0311719,CG18870,CG18870,335
FBgn0034639,FBpp0309701,CG15673,CG15673,204
FBgn0034638,FBpp0071607,CG10433,CG10433,127
FBgn0034638,FBpp0071608,CG10433,CG10433,98
FBgn0034638,FBpp0311195,CG10433,CG10433,127
FBgn0034636,FBpp0071609,twz,CG10440,338
FBgn0034636,FBpp0300865,twz,CG10440,367
FBgn0260477,FBpp0290172,CG30283,CG30283,273
FBgn0069056,FBpp0300809,CG33226,CG33226,292
FBgn0050287,FBpp0071612,CG30287,CG30287,284
FBgn0050286,FBpp0290173,CG30286,CG30286,277
FBgn0050286,FBpp0290174,CG30286,CG30286,152
FBgn0050289,FBpp0071614,CG30289,CG30289,316
FBgn0050288,FBpp0112279,CG30288,CG30288,282
FBgn0034634,FBpp0071616,CG10494,CG10494,444
FBgn0034634,FBpp0071617,CG10494,CG10494,523
FBgn0034631,FBpp0071618,TAF1C,CG10496,842
FBgn0010470,FBpp0071620,Fkbp14,CG9847,216
FBgn0010470,FBpp0289626,Fkbp14,CG9847,216
FBgn0010470,FBpp0309697,Fkbp14,CG9847,216
FBgn0010470,FBpp0309698,Fkbp14,CG9847,216
FBgn0010470,FBpp0297155,Fkbp14,CG9847,220
FBgn0010415,FBpp0071623,Sdc,CG10497,399
FBgn0010415,FBpp0071624,Sdc,CG10497,226
FBgn0010415,FBpp0271714,Sdc,CG10497,398
FBgn0010415,FBpp0297065,Sdc,CG10497,75
FBgn0010415,FBpp0309693,Sdc,CG10497,266
FBgn0010415,FBpp0309694,Sdc,CG10497,494
FBgn0010415,FBpp0309695,Sdc,CG10497,495
FBgn0010415,FBpp0309696,Sdc,CG10497,322
FBgn0010415,FBpp0423168,Sdc,CG10497,408
FBgn0004362,FBpp0071625,HmgD,CG17950,112
FBgn0004362,FBpp0071626,HmgD,CG17950,112
FBgn0004362,FBpp0290624,HmgD,CG17950,112
FBgn0004362,FBpp0311598,HmgD,CG17950,112
FBgn0050398,FBpp0071627,CG30398,CG30398,267
FBgn0034657,FBpp0071628,LBR,CG17952,716
FBgn0034657,FBpp0071629,LBR,CG17952,716
FBgn0034657,FBpp0071630,LBR,CG17952,741
FBgn0034658,FBpp0071631,Grx1t,CG7975,116
FBgn0050395,FBpp0289463,CG30395,CG30395,906
FBgn0034659,FBpp0071633,CG4021,CG4021,319
FBgn0034666,FBpp0071636,CG9294,CG9294,352
FBgn0034670,FBpp0071639,CG13488,CG13488,190
FBgn0034670,FBpp0309741,CG13488,CG13488,234
FBgn0034670,FBpp0300929,CG13488,CG13488,198
FBgn0034674,FBpp0071642,CG9304,CG9304,637
FBgn0034674,FBpp0311638,CG9304,CG9304,637
FBgn0041237,FBpp0071643,Gr58c,CG13491,412
FBgn0041239,FBpp0071644,Gr58a,CG30396,395
FBgn0050401,FBpp0071647,dany,CG30401,275
FBgn0050401,FBpp0311782,dany,CG30401,275
FBgn0041238,FBpp0071648,Gr58b,CG13495,408
FBgn0034671,FBpp0071649,CG13494,CG13494,120
FBgn0025573,FBpp0071650,PpN58A,CG3245,324
FBgn0034667,FBpp0071651,comr,CG13493,600
FBgn0034665,FBpp0071652,CG4372,CG4372,397
FBgn0034664,FBpp0071653,CG4377,CG4377,231
FBgn0034663,FBpp0071654,CG4363,CG4363,199
FBgn0034662,FBpp0291634,CG13492,CG13492,2979
FBgn0034661,FBpp0071657,CG4386,CG4386,372
FBgn0042098,FBpp0071658,CG18735,CG18735,364
FBgn0034660,FBpp0071659,Loxl2,CG4402,511
FBgn0050404,FBpp0071660,Tango11,CG30404,277
FBgn0050404,FBpp0071661,Tango11,CG30404,277
FBgn0050404,FBpp0309735,Tango11,CG30404,93
FBgn0050403,FBpp0113015,CG30403,CG30403,302
FBgn0034681,FBpp0071663,CG9308,CG9308,203
FBgn0067102,FBpp0071669,GlcT,CG6437,440
FBgn0034691,FBpp0071670,Synj,CG6562,1218
FBgn0034691,FBpp0071671,Synj,CG6562,1218
FBgn0034691,FBpp0300559,Synj,CG6562,1218
FBgn0034694,FBpp0071672,CG6613,CG6613,720
FBgn0050281,FBpp0071674,CG30281,CG30281,291
FBgn0002715,FBpp0071675,mei,CG5303,401
FBgn0002715,FBpp0309743,mei,CG5303,401
FBgn0029147,FBpp0071676,NtR,CG6698,585
FBgn0029147,FBpp0300669,NtR,CG6698,578
FBgn0034700,FBpp0071679,CG11269,CG11269,107
FBgn0029084,FBpp0071680,gom,CG6727,305
FBgn0034704,FBpp0071681,CG6758,CG6758,667
FBgn0034706,FBpp0071683,CG11275,CG11275,417
FBgn0034707,FBpp0071684,MED16,CG5465,818
FBgn0034708,FBpp0071685,Vps35,CG5625,822
FBgn0034708,FBpp0071686,Vps35,CG5625,803
FBgn0034713,FBpp0071687,CG11291,CG11291,308
FBgn0025186,FBpp0071688,ari,CG5709,509
FBgn0020307,FBpp0071689,dve,CG5799,1024
FBgn0020307,FBpp0089292,dve,CG5799,780
FBgn0034716,FBpp0071690,Oatp58Dc,CG3380,789
FBgn0034716,FBpp0112018,Oatp58Dc,CG3380,789
FBgn0034716,FBpp0290691,Oatp58Dc,CG3380,789
FBgn0034715,FBpp0312420,Oatp58Db,CG3382,680
FBgn0050277,FBpp0071692,Oatp58Da,CG30277,684
FBgn0050278,FBpp0071693,CG30278,CG30278,275
FBgn0050278,FBpp0311586,CG30278,CG30278,275
FBgn0050278,FBpp0311587,CG30278,CG30278,275
FBgn0034712,FBpp0071694,Alp8,CG3264,533
FBgn0034712,FBpp0311651,Alp8,CG3264,533
FBgn0034710,FBpp0071696,Alp7,CG3292,543
FBgn0034709,FBpp0071697,Swim,CG3074,431
FBgn0034709,FBpp0071698,Swim,CG3074,431
FBgn0034705,FBpp0071699,CG11170,CG11170,348
FBgn0034705,FBpp0309746,CG11170,CG11170,348
FBgn0034705,FBpp0309747,CG11170,CG11170,348
FBgn0034703,FBpp0071700,CG3045,CG3045,499
FBgn0034697,FBpp0071703,GM130,CG11061,795
FBgn0034693,FBpp0071710,CG11073,CG11073,1056
FBgn0034693,FBpp0307619,CG11073,CG11073,896
FBgn0034693,FBpp0289917,CG11073,CG11073,454
FBgn0034693,FBpp0307620,CG11073,CG11073,808
