HUGO_name,len,Hs_uniprot_code
MYSM1,828,Q5VVJ2
CCDC30,783,Q5VVM6
SPATA31A6,1343,Q5VVP1
YOD1,348,Q5VVQ6
C1orf140,124,Q5VVS0
GARNL3,1013,Q5VVW2
UBE2U,321,Q5VVX9
METTL11B,283,Q5VVY1
DCAF12L2,463,Q5VW00
AGAP6,663,Q5VW22
BROX,411,Q5VW32
FOCAD,1801,Q5VW36
GPR107,600,Q5VW38
HACD4,232,Q5VWC8
TAF3,929,Q5VWG9
TCERG1L,586,Q5VWI1
SNX30,437,Q5VWJ9
NBPF6,638,Q5VWK0
IL23R,629,Q5VWK5
PRAMEF18,479,Q5VWM3
PRAMEF8,474,Q5VWM4
PRAMEF9,478,Q5VWM5
PRAMEF13,474,Q5VWM6
FAM208B,2430,Q5VWN6
TENT5C,391,Q5VWP2
MLIP,458,Q5VWP3
RSBN1,802,Q5VWQ0
DAB2IP,1189,Q5VWQ8
FYB2,728,Q5VWT5
C1QL3,255,Q5VWW1
KHDRBS2,349,Q5VWX1
LYPLAL1,237,Q5VWZ2
SPATA1,459,Q5VX52
SUSD4,490,Q5VX71
SAMD13,122,Q5VXD3
PRAMEF6,476,Q5VXH4
PRAMEF7,474,Q5VXH5
LIPN,398,Q5VXI9
LIPK,399,Q5VXJ0
CDCP2,449,Q5VXM1
SYPL2,272,Q5VXT5
NKAIN2,208,Q5VXU1
CHIC1,224,Q5VXU3
SHOC1,1444,Q5VXU9
IER5,327,Q5VY09
PEAR1,1037,Q5VY43
RAET1L,246,Q5VY80
MALRD1,2156,Q5VYJ5
ECPAS,1845,Q5VYK3
C9orf131,1079,Q5VYM1
SPATA31A3,1347,Q5VYP0
MEDAG,303,Q5VYS4
TUT7,1495,Q5VYS8
FOXB2,432,Q5VYV0
SLX4IP,408,Q5VYV7
RNLS,342,Q5VYX0
ANKRD22,191,Q5VYY1
LIPM,423,Q5VYY2
NXNL2,156,Q5VZ03
SHE,495,Q5VZ18
TDRD10,366,Q5VZ19
KIAA1614,1190,Q5VZ46
MORN5,161,Q5VZ52
JAKMIP3,844,Q5VZ66
IZUMO3,239,Q5VZ72
DENND4C,1909,Q5VZ89
DMRTA1,504,Q5VZB9
NAA35,725,Q5VZE5
MBNL2,373,Q5VZF2
TMEM268,342,Q5VZI3
CARMIL1,1371,Q5VZK9
ZMYM4,1548,Q5VZL5
RRAGB,374,Q5VZM2
DUSP27,1158,Q5VZP5
TEX36,186,Q5VZQ5
NUTM2G,741,Q5VZR2
MFSD14C,150,Q5VZR4
C10orf113,155,Q5VZT2
METTL21C,264,Q5VZV1
PLPP4,271,Q5VZY2
ARMC3,872,Q5W041
LIPJ,366,Q5W064
ERICH6B,696,Q5W0A0
RNF219,726,Q5W0B1
TMEM236,351,Q5W0B7
C9orf57,161,Q5W0N0
USPL1,1092,Q5W0Q7
BSPRY,402,Q5W0U4
FAM160B1,765,Q5W0V3
ZDHHC20,365,Q5W0Z9
SPRYD7,196,Q5W111
Q5W150,140,Q5W150
CST9,159,Q5W186
CST9LP1,147,Q5W188
RESP18,228,Q5W5W9
TTC23,447,Q5W5X9
Q5XG85,94,Q5XG85
TENT4A,772,Q5XG87
CES4A,561,Q5XG92
LYSMD4,296,Q5XG99
KRT79,535,Q5XKE5
FAM219B,198,Q5XKK7
BTBD8,378,Q5XKL5
MIC13,118,Q5XKP0
OTP,325,Q5XKR4
FAM104B,115,Q5XKR9
CARD17,110,Q5XLA6
RNF123,1314,Q5XPI4
FBXO31,539,Q5XUX0
FBXW9,488,Q5XUX1
FBXW10,1052,Q5XX13
ANO1,986,Q5XXA6
GGNBP1,109,Q5YKI7
CD276,534,Q5ZPR3
ALS2CL,953,Q60I27
TRIQK,86,Q629K1
ZKSCAN2,967,Q63HK3
TSHZ3,1081,Q63HK5
AFMID,303,Q63HM1
PCNX4,1172,Q63HM2
PLCXD3,321,Q63HM9
FAM205BP,556,Q63HN1
RNF213,5207,Q63HN8
AP1AR,302,Q63HQ0
EGFLAM,1017,Q63HQ2
TNS2,1409,Q63HR2
SLC22A10,541,Q63ZE4
KANK2,851,Q63ZY3
NSUN5P2,315,Q63ZY6
WASHC2A,1341,Q641Q2
METRNL,311,Q641Q3
LPCAT4,524,Q643R3
FRG2,278,Q64ET8
WDR25,544,Q64LD2
EEF1DP3,133,Q658K8
SAXO2,398,Q658L1
WSCD1,575,Q658N2
STEAP3,488,Q658P3
FAM90A2P,463,Q658T7
FAM91A1,838,Q658Y4
ICE2,982,Q659A1
LARP1B,914,Q659C4
CEP135,1140,Q66GS9
TBC1D9B,1250,Q66K14
ZNF385C,424,Q66K41
DCAF15,600,Q66K64
TMEM198,360,Q66K66
MAP1S,1059,Q66K74
CPZ,652,Q66K79
RUSC1-AS1,236,Q66K80
E4F1,784,Q66K89
PPP2R2D,453,Q66LE6
ARL6IP4,421,Q66PJ3
ATG9B,924,Q674R7
KAZN,775,Q674X7
ATG16L1,607,Q676U5
B3GNTL1,361,Q67FW5
RAP1GAP2,730,Q684P5
MUC17,4493,Q685J3
STEAP4,459,Q687X5
OLFML2A,652,Q68BL7
OLFML2B,750,Q68BL8
NUGGC,796,Q68CJ6
CREB3L3,461,Q68CJ9
ACSM2B,577,Q68CK6
TPGS2,300,Q68CL5
HGSNAT,663,Q68CP4
ARID2,1835,Q68CP9
MROH7,1323,Q68CQ1
DIEXF,756,Q68CQ4
GLT8D1,371,Q68CQ7
SEL1L3,1132,Q68CR1
LRRC66,880,Q68CR7
RPGRIP1L,1315,Q68CZ1
TNS3,1445,Q68CZ2
HAUS3,603,Q68CZ6
SLFN13,897,Q68D06
SPTY2D1,685,Q68D10
PMS2CL,193,Q68D20
TMEM215,235,Q68D42
DENND2C,928,Q68D51
NCR3LG1,454,Q68D85
CCDC102B,513,Q68D86
MBLAC2,279,Q68D91
FMN1,1419,Q68DA7
ANKS6,871,Q68DC2
PLA2G4F,849,Q68DD2
USF3,2245,Q68DE3
LMBRD2,695,Q68DH5
ZNF776,518,Q68DI1
ZFYVE26,2539,Q68DK2
MSL1,614,Q68DK7
C18orf63,685,Q68DL7
C2orf16,1984,Q68DN1
CRYBG3,2970,Q68DQ2
KCTD16,428,Q68DU8
RNF43,783,Q68DV7
FRMPD2,1309,Q68DX3
ZNF626,528,Q68DY1
ZNF772,489,Q68DY9
INTS3,1043,Q68E01
ZNF57,555,Q68EA5
ARHGAP17,881,Q68EM7
KIAA0895L,471,Q68EN5
LHX8,356,Q68G74
LEMD1,181,Q68G75
DUPD1,220,Q68J44
KCTD11,232,Q693B1
SLC6A19,634,Q695T7
TMEM42,159,Q69YG0
CDCA2,1023,Q69YH5
NAIF1,327,Q69YI7
NCBP2-AS2,99,Q69YL0
CWF19L1,538,Q69YN2
VIRMA,1812,Q69YN4
SPECC1L,1117,Q69YQ0
ANKRD34A,496,Q69YU3
C12orf73,71,Q69YU5
STUM,141,Q69YW2
TMEM200B,307,Q69YZ2
KRT40,431,Q6A162
KRT39,491,Q6A163
PDPK2P,396,Q6A1A2
TXNDC8,127,Q6A555
ZNF518A,1483,Q6AHZ1
HEATR6,1181,Q6AI08
ANKRD40,368,Q6AI12
SLC9A4,798,Q6AI14
BICRAL,1079,Q6AI39
ZNF324B,544,Q6AW86
WWC2,1192,Q6AWC2
Q6AWC8,147,Q6AWC8
ZNF660,331,Q6AZW8
SCARA3,606,Q6AZY7
TRIM68,485,Q6AZZ1
TIGD3,471,Q6B0B8
KDM4D,523,Q6B0I6
HBM,141,Q6B0K9
IGFL4,124,Q6B9Z1
FCRLB,426,Q6BAA4
CYB5R2,276,Q6BCY4
REP15,236,Q6BDI9
UHRF1BP1,1440,Q6BDS2
SP5,398,Q6BEB4
AMMECR1L,310,Q6DCA0
ZNF787,382,Q6DD87
ATL3,541,Q6DD88
CC2D2B,1058,Q6DHV5
ADAL,355,Q6DHV7
TBC1D3G,549,Q6DHY5
PLAG1,500,Q6DJT9
RPL7L1,246,Q6DKI1
LGALS9C,356,Q6DKI2
PVRIG,326,Q6DKI7
NXN,435,Q6DKJ4
TTC19,380,Q6DKK2
HIST2H2BC,193,Q6DN03
MCTP2,878,Q6DN12
MCTP1,999,Q6DN14
FCRL6,434,Q6DN72
IQSEC1,963,Q6DN90
HIST2H2BD,164,Q6DRA6
CDC42BPG,1551,Q6DT37
GPR139,353,Q6DWJ6
DMKN,476,Q6E0U4
AWAT2,333,Q6E213
IL31,164,Q6EBC2
ZNF470,717,Q6ECI4
SUMO4,95,Q6EEV6
CLEC6A,209,Q6EIG7
GTF2IRD2B,949,Q6EKJ0
TTLL5,1281,Q6EMB2
VASN,673,Q6EMK4
TXNRD3NB,133,Q6F5E7
CARMIL2,1435,Q6F5E8
SFRP4,346,Q6FHJ7
HIST2H2AA3,130,Q6FI13
CIAPIN1,312,Q6FI81
ZFAND6,208,Q6FIF0
FAAH2,532,Q6GMR7
ALG1L,187,Q6GMV1
SMYD5,418,Q6GMV2
PTRHD1,140,Q6GMV3
XAF1,301,Q6GPH4
ITPRIPL1,555,Q6GPH6
CTRB2,263,Q6GPI1
OTUD7B,843,Q6GQQ9
PM20D1,502,Q6GTS8
LAIR1,287,Q6GTX8
TMEM225,225,Q6GV28
RALGAPA1,2036,Q6GYQ0
RAET1G,334,Q6H3X3
ABLIM2,611,Q6H8Q1
ISM2,571,Q6H9L7
ASTL,431,Q6HA08
THOC7,204,Q6I9Y2
SIGIRR,410,Q6IA17
NADSYN1,706,Q6IA69
ELP2,826,Q6IA86
LAMTOR1,161,Q6IAA8
DHRS7B,325,Q6IAN0
GLYAT,296,Q6IB77
TWF2,349,Q6IBS0
NCAPH2,605,Q6IBW4
C22orf42,251,Q6IC83
GRAMD4,578,Q6IC98
DESI1,168,Q6ICB0
PHETA2,259,Q6ICB4
RTL6,239,Q6ICC9
KIAA0930,404,Q6ICG6
WBP2NL,309,Q6ICG8
ASPHD2,369,Q6ICH7
TMEM211,200,Q6ICI0
TANGO2,276,Q6ICL3
SLC35E4,350,Q6ICL7
OVOS2,1432,Q6IE36
OVOS1,1185,Q6IE37
SPINK14,97,Q6IE38
JADE1,842,Q6IE81
DGAT2L7P,249,Q6IED9
TMEM132E,984,Q6IEE7
SLFN12L,588,Q6IEE8
SNRNP48,339,Q6IEG0
OR5M10,315,Q6IEU7
OR4C11,310,Q6IEV9
OR4F3,312,Q6IEY1
OR2T5,315,Q6IEZ7
OR2T2,324,Q6IF00
OR8G2P,304,Q6IF36
OR2A2,318,Q6IF42
OR52W1,320,Q6IF63
OR4A47,309,Q6IF82
OR10K2,312,Q6IF99
OR52E8,317,Q6IFG1
OR6B2,312,Q6IFH4
OR7E24,339,Q6IFN5
SULT6B1,303,Q6IMI4
SULT1C3,304,Q6IMI6
CAPRIN2,1127,Q6IMN6
MRM1,353,Q6IN84
PPP4R3A,833,Q6IN85
FRMPD2B,320,Q6IN97
IQCE,695,Q6IPM2
ETFRF1,90,Q6IPR1
TYW3,259,Q6IPR3
FAM71E1,247,Q6IPT2
CYB5RL,315,Q6IPT4
CENPP,288,Q6IPU0
C11orf71,123,Q6IPW1
TBC1D3C,549,Q6IPX1
TCEAL6,200,Q6IPX3
SPOPL,392,Q6IQ16
CCSAP,270,Q6IQ19
NAPEPLD,393,Q6IQ20
ZNF770,691,Q6IQ21
RAB12,244,Q6IQ22
PLEKHA7,1121,Q6IQ23
DENND5A,1287,Q6IQ26
ADNP2,1131,Q6IQ32
SDE2,451,Q6IQ49
TTBK2,1244,Q6IQ55
EIF5AL1,154,Q6IS14
GALNT17,598,Q6IS24
GRHL2,625,Q6ISB3
LAIR2,152,Q6ISS4
PTCRA,281,Q6ISU1
ZNF425,752,Q6IV72
ANO7,933,Q6IWH7
FAM166A,317,Q6J272
SLC8B1,584,Q6J4K2
STYK1,422,Q6J9G0
RCSD1,416,Q6JBY9
KLHL10,608,Q6JEL2
Q6JHZ5,121,Q6JHZ5
ACAD10,1059,Q6JQN1
LCN12,192,Q6JVE5
LCN10,187,Q6JVE6
LCN8,175,Q6JVE9
PYHIN1,492,Q6K0P9
KRT80,452,Q6KB66
NIPBL,2804,Q6KC79
SLC25A25,469,Q6KCM7
GDF6,455,Q6KF10
KRTAP5-11,156,Q6L8G4
KRTAP5-10,202,Q6L8G5
KRTAP5-7,165,Q6L8G8
KRTAP5-6,129,Q6L8G9
KRTAP5-4,288,Q6L8H1
KRTAP5-3,238,Q6L8H2
KRTAP5-1,278,Q6L8H4
PDE12,609,Q6L8Q7
FAM72D,149,Q6L9T8
B4GALNT3,998,Q6L9W6
HEPHL1,1159,Q6MZM0
PRR27,219,Q6MZM9
HCP5,132,Q6MZN7
LIN54,749,Q6MZP7
PRR5L,368,Q6MZQ0
RGS7BP,257,Q6MZT1
FSTL4,842,Q6MZW2
CAPN13,669,Q6MZZ7
TET2,2002,Q6N021
TENM4,2769,Q6N022
ZNF280D,979,Q6N043
OGFOD2,350,Q6N063
NAA16,864,Q6N069
MFSD5,450,Q6N075
ALKBH2,261,Q6NS38
ANKRD26P1,321,Q6NSI1
FAM53A,398,Q6NSI3
RADX,855,Q6NSI4
KIAA1841,718,Q6NSI8
MYORG,714,Q6NSJ0
PHLDB3,640,Q6NSJ2
LRRC8E,796,Q6NSJ5
FAM45BP,357,Q6NSW5
NANOGP8,305,Q6NSW7
CCDC70,233,Q6NSX1
ZSCAN25,544,Q6NSZ9
TIGD7,549,Q6NT04
SLC18B1,456,Q6NT16
CES5A,575,Q6NT32
GAGE2A,116,Q6NT46
CGB2,163,Q6NT52
CYP4F22,531,Q6NT55
HMBOX1,420,Q6NT76
TRNP1,227,Q6NT89
MRNIP,343,Q6NTE8
APOBEC3H,200,Q6NTF7
RHBDD2,364,Q6NTF9
CCDC144NL,221,Q6NUI1
GPAT2,795,Q6NUI2
CHADL,762,Q6NUI6
PSAPL1,521,Q6NUJ1
C11orf87,197,Q6NUJ2
PWWP2B,590,Q6NUJ5
SLC25A24,477,Q6NUK1
REEP3,255,Q6NUK4
TYW1B,668,Q6NUM6
RETSAT,610,Q6NUM9
ACSM5,579,Q6NUN0
JHY,778,Q6NUN7
ZNF746,644,Q6NUN9
PPP4R4,873,Q6NUP7
RINT1,792,Q6NUQ1
TMEM214,689,Q6NUQ4
RNF216P1,42,Q6NUR6
TCTN3,607,Q6NUS6
UGT3A1,523,Q6NUS8
DPY19L2,758,Q6NUT2
MFSD12,480,Q6NUT3
KIAA1211L,962,Q6NV74
GPR153,609,Q6NV75
SWSAP1,229,Q6NVH7
UFSP1,142,Q6NVU6
MKRN9P,33,Q6NVV0
RPL13AP3,102,Q6NVV1
NIPAL1,410,Q6NVV3
CDPF1,123,Q6NVV7
ADAM5,412,Q6NVV9
HIBCH,386,Q6NVY1
RWDD4,188,Q6NW29
NEPRO,567,Q6NW34
RGMB,437,Q6NW40
PRPF40B,871,Q6NWY9
ZNF774,483,Q6NX45
ZNF544,715,Q6NX49
ARMC6,501,Q6NXE6
ESRP1,681,Q6NXG1
DPY19L2P1,242,Q6NXN4
EFCAB12,572,Q6NXP0
FAM71F2,309,Q6NXP2
NOXRED1,359,Q6NXP6
IRGC,463,Q6NXR0
TTI2,508,Q6NXR4
PPP1R2B,205,Q6NXS1
ANKRD54,300,Q6NXT1
H3F3C,135,Q6NXT2
SLC30A6,461,Q6NXT4
TAPT1,567,Q6NXT6
KANK3,840,Q6NY19
JMJD6,403,Q6NYC1
PPP1R18,613,Q6NYC8
FAAP20,180,Q6NZ36
STEAP1B,245,Q6NZ63
MZT2B,158,Q6NZ67
CAVIN1,390,Q6NZI2
ZCCHC8,707,Q6NZY4
CDC42EP5,148,Q6NZY7
C8orf74,294,Q6P047
FBXL22,247,Q6P050
RPUSD3,351,Q6P087
AADACL2,401,Q6P093
FAM180B,224,Q6P0A1
MIS18BP1,1132,Q6P0N0
MAST2,1798,Q6P0Q8
DHX57,1386,Q6P158
MRPL54,138,Q6P161
ERAP2,960,Q6P179
LPCAT3,487,Q6P1A2
PLB1,1458,Q6P1J6
CDC73,531,Q6P1J9
SLC48A1,146,Q6P1K1
PMF1,205,Q6P1K2
GTF2H2C,395,Q6P1K8
FAM117B,589,Q6P1L5
ZNF343,599,Q6P1L6
MRPL14,145,Q6P1L8
SLC27A4,643,Q6P1M0
LLGL2,1020,Q6P1M3
ARMCX5,558,Q6P1M9
CC2D1A,951,Q6P1N0
TATDN1,297,Q6P1N9
LETMD1,360,Q6P1Q0
METTL2B,378,Q6P1Q9
MSANTD2,559,Q6P1R3
DUS1L,473,Q6P1R4
C3orf33,294,Q6P1S2
C1orf94,598,Q6P1W5
TAF2,1199,Q6P1X5
C8orf82,216,Q6P1X6
ZNF529,563,Q6P280
WDR93,686,Q6P2C0
MED27,311,Q6P2C8
ZFP1,407,Q6P2D0
XRRA1,792,Q6P2D8
EDC4,1401,Q6P2E9
CEP85,762,Q6P2H3
TMEM53,277,Q6P2H8
FAHD2B,314,Q6P2I3
EBLN2,272,Q6P2I7
PNCK,343,Q6P2M8
PRMT9,845,Q6P2P2
PRPF8,2335,Q6P2Q9
TTC41P,1318,Q6P2S7
C16orf46,395,Q6P387
NEK5,708,Q6P3R8
DENND1B,775,Q6P3S1
FBXO42,717,Q6P3S6
ZNF585A,769,Q6P3V2
DNAJC24,149,Q6P3W2
NBPF10,841,Q6P3W6
SCYL2,929,Q6P3W7
TTC27,843,Q6P3X3
PGBD2,592,Q6P3X8
Q6P435,159,Q6P435
MTFR2,385,Q6P444
ACSM6,480,Q6P461
PDXDC2P,469,Q6P474
NIPAL3,406,Q6P499
SFXN4,337,Q6P4A7
PLBD1,553,Q6P4A8
FAM122C,195,Q6P4D5
CASC4,433,Q6P4E1
FUT10,479,Q6P4F1
FDX2,186,Q6P4F2
ARHGAP11A,1023,Q6P4F7
FAM173B,233,Q6P4H8
WDR73,378,Q6P4I2
CNNM4,775,Q6P4Q7
NFRKB,1299,Q6P4R8
GGT6,493,Q6P531
GUSBP11,273,Q6P575
MZT2A,158,Q6P582
FAHD1,224,Q6P587
TNFAIP8L2,184,Q6P589
KLC3,504,Q6P597
LMOD2,547,Q6P5Q4
RPL22L1,122,Q6P5R6
LEG1,330,Q6P5S2
RNASEK,137,Q6P5S7
SLC39A4,647,Q6P5W5
C22orf39,142,Q6P5X5
TMEM71,295,Q6P5X7
PKN3,889,Q6P5Z2
CFAP161,301,Q6P656
ERICH5,374,Q6P6B1
ANKRD16,361,Q6P6B7
ALKBH5,394,Q6P6C2
TMEM81,255,Q6P7N7
NOTUM,496,Q6P988
FAM171B,826,Q6P995
PDXDC1,788,Q6P996
ZNF530,599,Q6P9A1
GALNT18,607,Q6P9A2
ZNF549,640,Q6P9A3
TLDC1,456,Q6P9B6
INTS5,1019,Q6P9B9
CCDC62,684,Q6P9F0
TRIM40,258,Q6P9F5
LRRC8B,803,Q6P9F7
CYB5D1,228,Q6P9G0
TMEM154,183,Q6P9G4
ZNF449,518,Q6P9G9
CNKSR3,555,Q6P9H4
GIMAP6,292,Q6P9H5
CSAG1,78,Q6PB30
VWA1,445,Q6PCB0
RSBN1L,846,Q6PCB5
ABHD17C,329,Q6PCB6
SLC27A1,646,Q6PCB7
EMB,327,Q6PCB8
RFWD3,774,Q6PCD5
PGM2L1,622,Q6PCE3
FBXL19,694,Q6PCT2
CTR9,1173,Q6PD62
AAGAB,315,Q6PD74
SPAG11A,123,Q6PDA7
ZNF880,577,Q6PDB4
FAM199X,388,Q6PEV8
PRSS54,395,Q6PEW0
ZCCHC12,402,Q6PEW1
KRTAP26-1,210,Q6PEX3
TEX38,206,Q6PEX7
GJB7,223,Q6PEY0
TMEM88,159,Q6PEY1
TUBA3E,450,Q6PEY2
PODNL1,512,Q6PEZ8
ZNF613,617,Q6PF04
TTC23L,361,Q6PF05
TRMT10B,316,Q6PF06
KLHL35,583,Q6PF15
MORN3,240,Q6PF18
PPIP5K1,1433,Q6PFW1
ZNF790,636,Q6PG37
PSRC1,363,Q6PGN9
TTC37,1564,Q6PGP7
DRICH1,229,Q6PGQ1
BORA,559,Q6PGQ7
C16orf87,154,Q6PH81
DCUN1D2,259,Q6PH85
ULK3,472,Q6PHR2
IYD,289,Q6PHW0
CNIH2,160,Q6PI25
SHQ1,577,Q6PI26
KCTD18,426,Q6PI47
DARS2,645,Q6PI48
LILRA6,481,Q6PI73
BHLHB9,547,Q6PI77
TMEM65,240,Q6PI78
C11orf88,169,Q6PI97
INO80C,192,Q6PI98
TTC33,262,Q6PID6
KLHDC10,442,Q6PID8
SYCE2,218,Q6PIF2
MYO7B,2116,Q6PIF6
CCDC174,467,Q6PII3
HAGHL,290,Q6PII5
FBXO38,1188,Q6PIJ6
KCNIP4,250,Q6PIL6
SLC23A3,610,Q6PIS1
KCNV1,500,Q6PIU1
NCEH1,408,Q6PIU2
FOXR1,292,Q6PIV2
SLC25A34,304,Q6PIV7
FIGNL1,674,Q6PIW4
ARMH1,440,Q6PIY5
TENT2,484,Q6PIY7
TRAT1,186,Q6PIZ9
SPSB3,355,Q6PJ21
FBXO46,603,Q6PJ61
TRIM65,517,Q6PJ69
POMZP3,187,Q6PJE2
RHBDF2,856,Q6PJF5
ELMSAN1,1045,Q6PJG2
BRAT1,821,Q6PJG6
LRFN4,635,Q6PJG9
WDR59,974,Q6PJI9
DCLRE1A,1040,Q6PJP8
FOXR2,311,Q6PJQ5
ZC3H14,736,Q6PJT7
CNST,725,Q6PJW8
CCDC137,289,Q6PK04
OGFOD3,319,Q6PK18
DNM1P34,102,Q6PK57
ZNF773,442,Q6PK81
TXNDC11,985,Q6PKC3
LARP1,1096,Q6PKG0
DHRS4L2,230,Q6PKH6
DOK6,331,Q6PKX4
ATAD2,1390,Q6PL18
TMED8,325,Q6PL24
BRICD5,260,Q6PL45
SLC30A9,568,Q6PML9
XKRX,449,Q6PP77
GPR179,2367,Q6PRD1
CEMP1,247,Q6PRD7
CPLX2,134,Q6PUV4
SLC2A7,512,Q6PXP3
TRAF7,670,Q6Q0C0
SLC25A47,308,Q6Q0C1
LVRN,990,Q6Q4G3
CRIP3,217,Q6Q6R5
SPAG17,2223,Q6Q759
APOA5,366,Q6Q788
Q6Q795,121,Q6Q795
CD200R1L,271,Q6Q8B3
TMEM220,160,Q6QAJ8
CORO6,472,Q6QEF8
DEGS2,323,Q6QHC5
PAOX,649,Q6QHF9
FIGLA,219,Q6QHK4
USP17L6P,398,Q6QN14
ADGRD1,874,Q6QNK2
BLOC1S3,202,Q6QNY0
BLOC1S2,142,Q6QNY1
ZBED9,1325,Q6R2W3
RICTOR,1708,Q6R327
USP17L2,530,Q6R6M4
WDR74,385,Q6RFH5
DUX4L9,374,Q6RFH8
BRWD3,1802,Q6RI45
VHLL,139,Q6RSH7
C19orf48,117,Q6RUI8
SPATA8,105,Q6RVD6
AGTRAP,159,Q6RW13
POTEH,545,Q6S545
POTEG,508,Q6S5H5
SHC4,630,Q6S5L8
POTEE,1075,Q6S8J3
POTEA,498,Q6S8J7
ZNF474,364,Q6S9Z5
TSSK4,328,Q6SA08
FAM111B,734,Q6SJ93
TBPL2,375,Q6SJ96
SAMD1,538,Q6SPF0
SMARCD3,483,Q6STE5
SARM1,724,Q6SZW1
RASL11A,242,Q6T310
ARL9,187,Q6T311
SLC22A25,547,Q6T423
PLPPR3,718,Q6T4P5
NHS,1651,Q6T4R5
PAQR6,344,Q6TCH4
PAQR3,311,Q6TCH7
KLHL17,642,Q6TDP4
CASC1,716,Q6TDU7
CCDC171,1326,Q6TFL3
KLHL24,600,Q6TFL4
PADI6,694,Q6TGC4
OPN5,354,Q6U736
ZNF322,402,Q6U7Q0
SLC4A10,1118,Q6U841
IGF2-AS,168,Q6U949
METAP1D,335,Q6UB28
MTHFD1L,978,Q6UB35
ANKRD12,2062,Q6UB98
ANKRD11,2663,Q6UB99
SPINT4,99,Q6UDR6
TMEM270,265,Q6UE05
AFTPH,936,Q6ULP2
FIP1L1,594,Q6UN15
PLET1,207,Q6UQ28
TEPP,271,Q6URK8
CRTC3,619,Q6UUV7
CRTC1,634,Q6UUV9
SASS6,657,Q6UVJ0
CSPG4,2322,Q6UVK1
KCNT2,1135,Q6UVM3
CLEC2A,174,Q6UVW9
MOXD1,613,Q6UVY6
CBLN3,205,Q6UW01
CYP20A1,462,Q6UW02
SFTA2,78,Q6UW10
REG3G,175,Q6UW15
IGFL1,110,Q6UW32
SPESP1,350,Q6UW49
ATRAID,229,Q6UW56
PCSK4,755,Q6UW60
KDELC1,502,Q6UW63
TMEM205,189,Q6UW68
UQCC3,93,Q6UW78
EPGN,154,Q6UW88
IL27RA,636,Q6UWB1
PRSS55,352,Q6UWB4
C16orf54,224,Q6UWD8
LRSAM1,723,Q6UWE0
CLPSL2,100,Q6UWE3
SCIMP,145,Q6UWF3
UNQ5815/PRO19632,114,Q6UWF5
NXPE4,544,Q6UWF7
FAM180A,173,Q6UWF9
FAM198B,519,Q6UWH4
TEX261,196,Q6UWH6
PARM1,310,Q6UWI2
SHISA2,295,Q6UWI4
TMCO3,677,Q6UWJ1
CD164L2,174,Q6UWJ8
GPR15L,81,Q6UWK7
SUSD1,747,Q6UWL2
KIRREL2,708,Q6UWL6
GLIPR1L1,242,Q6UWM5
LCTL,567,Q6UWM7
UGT2A3,527,Q6UWM9
LYPD4,246,Q6UWN0
LYPD5,251,Q6UWN5
SPINK6,80,Q6UWN8
DHRS11,260,Q6UWP2
LCLAT1,414,Q6UWP7
SBSN,590,Q6UWP8
LYZL1,148,Q6UWQ5
IGFL2,119,Q6UWQ7
ENPP6,440,Q6UWR7
PET117,81,Q6UWS5
ENHO,76,Q6UWT2
C5orf46,87,Q6UWT4
GLB1L,654,Q6UWU2
C6orf89,347,Q6UWU4
MPZL3,235,Q6UWV2
ENPP7,458,Q6UWV6
SHISAL2A,190,Q6UWV7
LCN15,184,Q6UWW0
CES3,571,Q6UWW8
TMEM207,146,Q6UWW9
HHIPL2,724,Q6UWX4
ARSK,536,Q6UWY0
PRSS57,283,Q6UWY2
OLFML1,402,Q6UWY5
ABRAXAS1,409,Q6UWZ7
LMBR1L,489,Q6UX01
CWC27,472,Q6UX04
OLFM4,510,Q6UX06
DHRS13,377,Q6UX07
LAYN,382,Q6UX15
VSTM1,236,Q6UX27
SNORC,121,Q6UX34
AMTN,209,Q6UX39
TMEM107,140,Q6UX40
BTNL8,500,Q6UX41
ALKAL2,152,Q6UX46
C17orf99,265,Q6UX52
METTL7B,244,Q6UX53
DRAM2,266,Q6UX65
XKR5,686,Q6UX68
PLXDC2,529,Q6UX71
B3GNT9,402,Q6UX72
C16orf89,402,Q6UX73
LYPD8,237,Q6UX82
ZDHHC24,284,Q6UX98
C6orf15,325,Q6UXA7
FAM131A,335,Q6UXB0
IGFL3,125,Q6UXB1
CXCL17,119,Q6UXB2
LYPD2,125,Q6UXB3
CLEC4G,293,Q6UXB4
PI16,463,Q6UXB8
MAMDC4,1216,Q6UXC1
HRCT1,115,Q6UXD1
SEZ6L2,910,Q6UXD5
SLC49A3,560,Q6UXD7
BTNL3,466,Q6UXE8
TMEM108,575,Q6UXF1
CLEC18B,455,Q6UXF7
KIAA1324,1013,Q6UXG2
CD300LG,332,Q6UXG3
BTNL9,535,Q6UXG8
ANGPTL8,198,Q6UXH0
CRELD2,353,Q6UXH1
CCBE1,406,Q6UXH8
PAMR1,720,Q6UXH9
VIT,678,Q6UXI7
NPNT,565,Q6UXI9
ISLR2,745,Q6UXK2
LRRN1,716,Q6UXK5
IL20RB,311,Q6UXL0
LRIG3,1119,Q6UXM1
TREML4,200,Q6UXN2
TOMM20L,152,Q6UXN7
CLEC9A,241,Q6UXN8
WDR82,313,Q6UXN9
TMEM14EP,125,Q6UXP3
FAM151B,276,Q6UXP7
UNQ9370/PRO34162,181,Q6UXP9
