Dm_FBgn,CG,name,len
FBgn0038787,CG4360,CG4360,556
FBgn0263596,CG43618,CG43618,56
FBgn0038784,CG4362,CG4362,233
FBgn0034663,CG4363,CG4363,199
FBgn0263621,CG43630,CG43630,48
FBgn0263647,CG43638,CG43638,122
FBgn0032138,CG4364,CG4364,627
FBgn0263654,CG43645,CG43645,36
FBgn0263655,CG43646,CG43646,147
FBgn0263656,CG43647,CG43647,146
FBgn0263706,CG43658,CG43658,2263
FBgn0263707,CG43659,CG43659,86
FBgn0263741,CG43666,CG43666,284
FBgn0263742,CG43667,CG43667,207
FBgn0263743,CG43668,CG43668,180
FBgn0038783,CG4367,CG4367,230
FBgn0263747,CG43672,CG43672,1609
FBgn0263748,CG43673,CG43673,230
FBgn0263750,CG43675,CG43675,372
FBgn0263760,CG43677,CG43677,184
FBgn0263761,CG43678,CG43678,84
FBgn0263762,CG43679,CG43679,63
FBgn0263763,CG43680,CG43680,49
FBgn0263772,CG43689,CG43689,1706
FBgn0263774,CG43691,CG43691,1096
FBgn0263776,CG43693,CG43693,572
FBgn0263777,CG43694,CG43694,42
FBgn0263841,CG43702,CG43702,77
FBgn0263842,CG43703,CG43703,84
FBgn0263846,CG43707,CG43707,2021
FBgn0263848,CG43709,CG43709,154
FBgn0263849,CG43710,CG43710,340
FBgn0263850,CG43711,CG43711,412
FBgn0034665,CG4372,CG4372,397
FBgn0263971,CG43725,CG43725,64
FBgn0263982,CG43731,CG43731,60
FBgn0263983,CG43732,CG43732,36
FBgn0263993,CG43736,CG43736,1367
FBgn0263994,CG43737,CG43737,1605
FBgn0263996,CG43739,CG43739,15
FBgn0039078,CG4374,CG4374,772
FBgn0263997,CG43740,CG43740,496
FBgn0263999,CG43742,CG43742,474
FBgn0031295,CG4375,CG4375,169
FBgn0264081,CG43750,CG43750,259
FBgn0264086,CG43755,CG43755,682
FBgn0264090,CG43759,CG43759,900
FBgn0264260,CG43760,CG43760,78
FBgn0034664,CG4377,CG4377,231
FBgn0264295,CG43773,CG43773,75
FBgn0264296,CG43774,CG43774,95
FBgn0264297,CG43775,CG43775,272
FBgn0264298,CG43776,CG43776,270
FBgn0264299,CG43777,CG43777,273
FBgn0264308,CG43778,CG43778,963
FBgn0264301,CG43779,CG43779,256
FBgn0264302,CG43780,CG43780,162
FBgn0264303,CG43781,CG43781,57
FBgn0264305,CG43783,CG43783,1248
FBgn0264309,CG43784,CG43784,90
FBgn0264329,CG43788,CG43788,62
FBgn0264330,CG43789,CG43789,60
FBgn0264339,CG43795,CG43795,1420
FBgn0264340,CG43796,CG43796,127
FBgn0264341,CG43797,CG43797,232
FBgn0264342,CG43798,CG43798,213
FBgn0264343,CG43799,CG43799,249
FBgn0264344,CG43800,CG43800,127
FBgn0264361,CG43813,CG43813,37
FBgn0264362,CG43814,CG43814,37
FBgn0264363,CG43815,CG43815,54
FBgn0264364,CG43816,CG43816,53
FBgn0032132,CG4382,CG4382,580
FBgn0264377,CG43829,CG43829,72
FBgn0264393,CG43841,CG43841,75
FBgn0264395,CG43843,CG43843,345
FBgn0264426,CG43844,CG43844,98
FBgn0264427,CG43845,CG43845,66
FBgn0264432,CG43850,CG43850,76
FBgn0264433,CG43851,CG43851,145
FBgn0034661,CG4386,CG4386,372
FBgn0264443,CG43861,CG43861,568
FBgn0264449,CG43867,CG43867,1852
FBgn0264472,CG43880,CG43880,162
FBgn0264477,CG43885,CG43885,62
FBgn0264478,CG43886,CG43886,71
FBgn0264486,CG43894,CG43894,235
FBgn0264487,CG43895,CG43895,55
FBgn0264488,CG43896,CG43896,2113
FBgn0264489,CG43897,CG43897,1385
FBgn0038771,CG4390,CG4390,330
FBgn0264502,CG43901,CG43901,2281
FBgn0264503,CG43902,CG43902,1220
FBgn0264516,CG43915,CG43915,105
FBgn0264540,CG43919,CG43919,157
FBgn0264541,CG43920,CG43920,56
FBgn0264543,CG43922,CG43922,81
FBgn0264544,CG43923,CG43923,134
FBgn0264545,CG43924,CG43924,134
FBgn0264546,CG43925,CG43925,87
FBgn0039075,CG4393,CG4393,1325
FBgn0264552,CG43931,CG43931,98
FBgn0264563,CG43935,CG43935,42
FBgn0264566,CG43938,CG43938,83
FBgn0264605,CG43954,CG43954,118
FBgn0264696,CG43965,CG43965,38
FBgn0264699,CG43968,CG43968,1026
FBgn0264711,CG43980,CG43980,1549
FBgn0264714,CG43982,CG43982,86
FBgn0264725,CG43993,CG43993,81
FBgn0264738,CG43996,CG43996,327
FBgn0264739,CG43997,CG43997,139
FBgn0264740,CG43998,CG43998,153
FBgn0264741,CG43999,CG43999,166
FBgn0264742,CG44000,CG44000,135
FBgn0264743,CG44001,CG44001,181
FBgn0264744,CG44002,CG44002,345
FBgn0264746,CG44004,CG44004,368
FBgn0264747,CG44005,CG44005,370
FBgn0264748,CG44006,CG44006,374
FBgn0264750,CG44008,CG44008,79
FBgn0264775,CG44013,CG44013,219
FBgn0264776,CG44014,CG44014,219
FBgn0264829,CG44037,CG44037,71
FBgn0264830,CG44038,CG44038,50
FBgn0030432,CG4404,CG4404,308
FBgn0264832,CG44040,CG44040,60
FBgn0264836,CG44044,CG44044,66
FBgn0030431,CG4407,CG4407,322
FBgn0039073,CG4408,CG4408,479
FBgn0264894,CG44085,CG44085,2381
FBgn0264897,CG44088,CG44088,124
FBgn0034128,CG4409,CG4409,276
FBgn0264899,CG44090,CG44090,99
FBgn0264903,CG44094,CG44094,90
FBgn0264907,CG44098,CG44098,813
FBgn0264911,CG44102,CG44102,293
FBgn0264988,CG44139,CG44139,56
FBgn0264989,CG44140,CG44140,59
FBgn0264990,CG44141,CG44141,59
FBgn0264991,CG44142,CG44142,83
FBgn0031296,CG4415,CG4415,347
FBgn0265002,CG44153,CG44153,1946
FBgn0265041,CG44158,CG44158,93
FBgn0265046,CG44163,CG44163,118
FBgn0265063,CG44174,CG44174,43
FBgn0265083,CG44194,CG44194,65
FBgn0265084,CG44195,CG44195,694
FBgn0265146,CG44215,CG44215,38
FBgn0265158,CG44227,CG44227,53
FBgn0038765,CG4424,CG4424,345
FBgn0265177,CG44242,CG44242,80
FBgn0265178,CG44243,CG44243,396
FBgn0265180,CG44245,CG44245,440
FBgn0265182,CG44247,CG44247,536
FBgn0265184,CG44249,CG44249,407
FBgn0265185,CG44250,CG44250,297
FBgn0265186,CG44251,CG44251,478
FBgn0265188,CG44253,CG44253,78
FBgn0265197,CG44257,CG44257,48
FBgn0265199,CG44259,CG44259,65
FBgn0265201,CG44261,CG44261,98
FBgn0265256,CG44270,CG44270,130
FBgn0265257,CG44271,CG44271,106
FBgn0265313,CG44286,CG44286,45
FBgn0265317,CG44290,CG44290,69
FBgn0265342,CG44296,CG44296,76
FBgn0265362,CG44303,CG44303,88
FBgn0265373,CG44314,CG44314,97
FBgn0265413,CG44325,CG44325,146
FBgn0265417,CG44329,CG44329,153
FBgn0265423,CG44335,CG44335,107
FBgn0265429,CG44341,CG44341,214
FBgn0265455,CG44355,CG44355,56
FBgn0265469,CG44362,CG44362,107
FBgn0032115,CG4438,CG4438,189
FBgn0265535,CG44385,CG44385,279
FBgn0265538,CG44388,CG44388,30
FBgn0040984,CG4440,CG4440,79
FBgn0265576,CG44403,CG44403,147
FBgn0265578,CG44405,CG44405,591
FBgn0265579,CG44406,CG44406,94
FBgn0265595,CG44422,CG44422,746
FBgn0265608,CG44426,CG44426,89
FBgn0265610,CG44428,CG44428,95
FBgn0265625,CG44433,CG44433,721
FBgn0265626,CG44434,CG44434,899
FBgn0265627,CG44435,CG44435,732
FBgn0265629,CG44437,CG44437,187
FBgn0265631,CG44438,CG44438,55
FBgn0265632,CG44439,CG44439,44
FBgn0265668,CG44475,CG44475,81
FBgn0265669,CG44476,CG44476,77
FBgn0265670,CG44477,CG44477,35
FBgn0035981,CG4452,CG4452,390
FBgn0265714,CG44521,CG44521,92
FBgn0265725,CG44532,CG44532,183
FBgn0028506,CG4455,CG4455,126
FBgn0001228,CG4456,CG4456,111
FBgn0265762,CG44569,CG44569,82
FBgn0265785,CG44574,CG44574,141
FBgn0038753,CG4459,CG4459,632
FBgn0035982,CG4461,CG4461,200
FBgn0038752,CG4462,CG4462,573
FBgn0265833,CG44622,CG44622,138
FBgn0265834,CG44623,CG44623,153
FBgn0265835,CG44624,CG44624,62
FBgn0265836,CG44625,CG44625,80
FBgn0038750,CG4465,CG4465,577
FBgn0039064,CG4467,CG4467,1125
FBgn0035969,CG4476,CG4476,629
FBgn0035971,CG4477,CG4477,315
FBgn0266000,CG44774,CG44774,622
FBgn0032553,CG4480,CG4480,272
FBgn0266047,CG44812,CG44812,86
FBgn0266050,CG44815,CG44815,119
FBgn0035970,CG4483,CG4483,435
FBgn0266099,CG44836,CG44836,833
FBgn0266100,CG44837,CG44837,964
FBgn0266101,CG44838,CG44838,828
FBgn0266163,CG44869,CG44869,76
FBgn0266259,CG44954,CG44954,87
FBgn0266261,CG44956,CG44956,162
FBgn0031894,CG4496,CG4496,580
FBgn0031895,CG4497,CG4497,506
FBgn0266354,CG45002,CG45002,1098
FBgn0266363,CG45011,CG45011,67
FBgn0266364,CG45012,CG45012,65
FBgn0031896,CG4502,CG4502,306
FBgn0266409,CG45049,CG45049,273
FBgn0266410,CG45050,CG45050,199
FBgn0266430,CG45060,CG45060,76
FBgn0266431,CG45061,CG45061,76
FBgn0266432,CG45062,CG45062,794
FBgn0266433,CG45063,CG45063,252
FBgn0266434,CG45064,CG45064,281
FBgn0266435,CG45065,CG45065,613
FBgn0266436,CG45066,CG45066,267
FBgn0266437,CG45067,CG45067,881
FBgn0266439,CG45069,CG45069,129
FBgn0266441,CG45071,CG45071,429
FBgn0266442,CG45072,CG45072,301
FBgn0266443,CG45073,CG45073,271
FBgn0266445,CG45075,CG45075,83
FBgn0266446,CG45076,CG45076,619
FBgn0266448,CG45078,CG45078,163
FBgn0266454,CG45079,CG45079,89
FBgn0266455,CG45080,CG45080,55
FBgn0266456,CG45081,CG45081,92
FBgn0266459,CG45084,CG45084,44
FBgn0266486,CG45085,CG45085,48
FBgn0266487,CG45086,CG45086,31
FBgn0266488,CG45087,CG45087,27
FBgn0266489,CG45088,CG45088,21
FBgn0266490,CG45089,CG45089,54
FBgn0266525,CG45092,CG45092,165
FBgn0266534,CG45095,CG45095,346
FBgn0266538,CG45099,CG45099,34
FBgn0266539,CG45100,CG45100,38
FBgn0266540,CG45101,CG45101,68
FBgn0266566,CG45105,CG45105,1138
FBgn0037843,CG4511,CG4511,216
FBgn0266591,CG45116,CG45116,118
FBgn0266615,CG45122,CG45122,86
FBgn0266647,CG45154,CG45154,89
FBgn0038355,CG4520,CG4520,320
FBgn0266745,CG45218,CG45218,84
FBgn0266801,CG45263,CG45263,1876
FBgn0266845,CG45307,CG45307,26
FBgn0032153,CG4537,CG4537,97
FBgn0038745,CG4538,CG4538,679
FBgn0266962,CG45413,CG45413,148
FBgn0266977,CG45428,CG45428,95
FBgn0038373,CG4546,CG4546,457
FBgn0267042,CG45486,CG45486,90
FBgn0267043,CG45487,CG45487,90
FBgn0267044,CG45488,CG45488,90
FBgn0267045,CG45489,CG45489,92
FBgn0267046,CG45490,CG45490,92
FBgn0267047,CG45491,CG45491,92
FBgn0267048,CG45492,CG45492,90
FBgn0267049,CG45493,CG45493,90
FBgn0267050,CG45494,CG45494,90
FBgn0031304,CG4552,CG4552,689
FBgn0039336,CG4553,CG4553,363
FBgn0034734,CG4554,CG4554,2733
FBgn0267104,CG45544,CG45544,77
FBgn0267105,CG45545,CG45545,58
FBgn0267106,CG45546,CG45546,93
FBgn0029912,CG4557,CG4557,933
FBgn0029914,CG4558,CG4558,385
FBgn0267163,CG45603,CG45603,121
FBgn0038740,CG4562,CG4562,1408
FBgn0035006,CG4563,CG4563,537
FBgn0037841,CG4565,CG4565,269
FBgn0267236,CG45676,CG45676,67
FBgn0267254,CG45690,CG45690,45
FBgn0267255,CG45691,CG45691,70
FBgn0037844,CG4570,CG4570,275
FBgn0038738,CG4572,CG4572,482
FBgn0038366,CG4576,CG4576,676
FBgn0267411,CG45764,CG45764,214
FBgn0267412,CG45765,CG45765,214
FBgn0267413,CG45766,CG45766,214
FBgn0031306,CG4577,CG4577,446
FBgn0267417,CG45770,CG45770,214
FBgn0267428,CG45781,CG45781,548
FBgn0267429,CG45782,CG45782,615
FBgn0039344,CG4582,CG4582,432
FBgn0029924,CG4586,CG4586,677
FBgn0028863,CG4587,CG4587,1271
FBgn0032162,CG4592,CG4592,287
FBgn0029929,CG4593,CG4593,209
FBgn0032161,CG4594,CG4594,280
FBgn0037849,CG4596,CG4596,425
FBgn0035594,CG4597,CG4597,188
FBgn0032160,CG4598,CG4598,281
FBgn0267689,CG46025,CG46025,596
FBgn0267690,CG46026,CG46026,666
FBgn0035593,CG4603,CG4603,371
FBgn0267726,CG46059,CG46059,47
FBgn0029932,CG4607,CG4607,525
FBgn0034735,CG4610,CG4610,661
FBgn0035591,CG4611,CG4611,703
FBgn0035016,CG4612,CG4612,307
FBgn0036427,CG4613,CG4613,374
FBgn0029935,CG4615,CG4615,313
FBgn0029936,CG4617,CG4617,418
FBgn0032166,CG4619,CG4619,570
FBgn0267903,CG46191,CG46191,102
FBgn0267904,CG46192,CG46192,133
FBgn0267905,CG46193,CG46193,102
FBgn0035021,CG4622,CG4622,553
FBgn0267964,CG46244,CG46244,26
FBgn0033808,CG4627,CG4627,204
FBgn0278600,CG46270,CG46270,16
FBgn0283432,CG46275,CG46275,533
FBgn0283433,CG46276,CG46276,533
FBgn0283434,CG46277,CG46277,544
FBgn0283438,CG46280,CG46280,532
FBgn0283439,CG46281,CG46281,234
FBgn0031299,CG4629,CG4629,570
FBgn0283625,CG46298,CG46298,129
FBgn0033809,CG4630,CG4630,582
FBgn0283651,CG46301,CG46301,1237
FBgn0284080,CG46302,CG46302,171
FBgn0284081,CG46303,CG46303,88
FBgn0284082,CG46304,CG46304,57
FBgn0284083,CG46305,CG46305,23
FBgn0284222,CG46306,CG46306,30
FBgn0284223,CG46307,CG46307,42
FBgn0284224,CG46308,CG46308,27
FBgn0284225,CG46309,CG46309,42
FBgn0032590,CG4631,CG4631,796
FBgn0284226,CG46310,CG46310,23
FBgn0284227,CG46311,CG46311,40
FBgn0284228,CG46312,CG46312,55
FBgn0284229,CG46313,CG46313,19
FBgn0284230,CG46314,CG46314,26
FBgn0284231,CG46315,CG46315,15
FBgn0284232,CG46316,CG46316,22
FBgn0284233,CG46317,CG46317,15
FBgn0284234,CG46318,CG46318,26
FBgn0284235,CG46319,CG46319,59
FBgn0284236,CG46320,CG46320,54
FBgn0284237,CG46321,CG46321,121
FBgn0285938,CG46335,CG46335,23
FBgn0285962,CG46338,CG46338,244
FBgn0285963,CG46339,CG46339,1194
FBgn0286741,CG46383,CG46383,65
FBgn0286778,CG46385,CG46385,1107
FBgn0030435,CG4645,CG4645,360
FBgn0033810,CG4646,CG4646,163
FBgn0032549,CG4650,CG4650,299
FBgn0030776,CG4653,CG4653,254
FBgn0032170,CG4658,CG4658,526
FBgn0029839,CG4660,CG4660,261
FBgn0030429,CG4661,CG4661,633
FBgn0038735,CG4662,CG4662,524
FBgn0029838,CG4666,CG4666,193
FBgn0035598,CG4669,CG4669,611
FBgn0033815,CG4676,CG4676,284
FBgn0030778,CG4678,CG4678,527
FBgn0033816,CG4679,CG4679,652
FBgn0069913,CG4681,CG4681,388
FBgn0038739,CG4686,CG4686,181
FBgn0028870,CG4691,CG4691,262
FBgn0028868,CG4701,CG4701,384
FBgn0037992,CG4702,CG4702,314
FBgn0039029,CG4704,CG4704,354
FBgn0035036,CG4707,CG4707,673
FBgn0032169,CG4709,CG4709,513
FBgn0033818,CG4712,CG4712,674
FBgn0033819,CG4714,CG4714,732
FBgn0033820,CG4716,CG4716,223
FBgn0039355,CG4730,CG4730,392
FBgn0038744,CG4733,CG4733,888
FBgn0033826,CG4734,CG4734,325
FBgn0035040,CG4741,CG4741,207
FBgn0039357,CG4743,CG4743,297
FBgn0033834,CG4744,CG4744,1503
FBgn0032348,CG4751,CG4751,1412
FBgn0034733,CG4752,CG4752,1294
FBgn0027584,CG4757,CG4757,550
FBgn0034910,CG4763,CG4763,344
FBgn0027546,CG4766,CG4766,368
FBgn0030790,CG4768,CG4768,269
FBgn0038751,CG4770,CG4770,490
FBgn0035043,CG4781,CG4781,469
FBgn0038756,CG4783,CG4783,86
FBgn0032354,CG4788,CG4788,252
FBgn0030792,CG4789,CG4789,274
FBgn0028514,CG4793,CG4793,910
FBgn0034909,CG4797,CG4797,533
FBgn0260456,CG4806,CG4806,657
FBgn0039013,CG4813,CG4813,398
FBgn0039568,CG4815,CG4815,265
FBgn0037876,CG4820,CG4820,362
FBgn0031220,CG4822,CG4822,677
FBgn0037010,CG4825,CG4825,498
FBgn0030796,CG4829,CG4829,822
FBgn0037996,CG4830,CG4830,534
FBgn0035607,CG4835,CG4835,1224
FBgn0270925,CG4836,CG4836,1224
FBgn0032187,CG4839,CG4839,1003
FBgn0036620,CG4842,CG4842,259
FBgn0034229,CG4847,CG4847,420
FBgn0039566,CG4849,CG4849,975
FBgn0034230,CG4853,CG4853,709
FBgn0038766,CG4854,CG4854,319
FBgn0037011,CG4858,CG4858,260
FBgn0037999,CG4860,CG4860,415
FBgn0034232,CG4866,CG4866,181
FBgn0030799,CG4872,CG4872,355
FBgn0030803,CG4880,CG4880,351
FBgn0025336,CG4882,CG4882,406
FBgn0039565,CG4884,CG4884,189
FBgn0031318,CG4887,CG4887,1004
FBgn0028520,CG4891,CG4891,302
FBgn0028884,CG4892,CG4892,190
FBgn0031319,CG4896,CG4896,949
FBgn0032194,CG4901,CG4901,694
FBgn0039010,CG4907,CG4907,919
FBgn0032195,CG4908,CG4908,431
FBgn0035959,CG4911,CG4911,450
FBgn0036436,CG4914,CG4914,374
FBgn0034139,CG4927,CG4927,362
FBgn0027556,CG4928,CG4928,538
FBgn0028897,CG4935,CG4935,308
FBgn0038768,CG4936,CG4936,521
FBgn0035960,CG4942,CG4942,351
FBgn0034137,CG4945,CG4945,577
FBgn0030813,CG4949,CG4949,197
FBgn0036587,CG4950,CG4950,574
FBgn0039563,CG4951,CG4951,446
FBgn0032204,CG4953,CG4953,438
FBgn0030814,CG4955,CG4955,517
FBgn0039370,CG4956,CG4956,302
FBgn0032205,CG4957,CG4957,246
FBgn0039371,CG4960,CG4960,174
FBgn0036597,CG4962,CG4962,123
FBgn0032214,CG4968,CG4968,262
FBgn0032364,CG4970,CG4970,690
FBgn0032217,CG4972,CG4972,561
FBgn0034266,CG4975,CG4975,418
FBgn0036598,CG4982,CG4982,113
FBgn0032371,CG4983,CG4983,367
FBgn0034267,CG4984,CG4984,447
FBgn0032372,CG4988,CG4988,368
FBgn0030817,CG4991,CG4991,496
FBgn0032219,CG4995,CG4995,399
FBgn0036612,CG4998,CG4998,1185
FBgn0031322,CG5001,CG5001,350
FBgn0034275,CG5002,CG5002,595
FBgn0039554,CG5003,CG5003,713
FBgn0260748,CG5004,CG5004,1247
FBgn0027572,CG5009,CG5009,669
FBgn0040723,CG5011,CG5011,80
FBgn0038396,CG5013,CG5013,247
FBgn0035944,CG5021,CG5021,223
FBgn0032225,CG5022,CG5022,572
FBgn0038774,CG5023,CG5023,169
FBgn0039373,CG5024,CG5024,165
FBgn0035945,CG5026,CG5026,620
FBgn0036579,CG5027,CG5027,430
FBgn0039358,CG5028,CG5028,402
FBgn0028744,CG5033,CG5033,784
FBgn0032222,CG5037,CG5037,391
FBgn0038324,CG5038,CG5038,705
FBgn0039356,CG5039,CG5039,111
FBgn0032636,CG5043,CG5043,499
FBgn0038326,CG5044,CG5044,386
FBgn0032229,CG5045,CG5045,253
FBgn0036437,CG5048,CG5048,210
FBgn0032637,CG5050,CG5050,327
FBgn0032231,CG5056,CG5056,287
FBgn0037007,CG5059,CG5059,201
FBgn0029747,CG5062,CG5062,581
FBgn0034145,CG5065,CG5065,625
FBgn0035951,CG5068,CG5068,409
FBgn0030824,CG5070,CG5070,209
FBgn0039347,CG5071,CG5071,680
FBgn0037005,CG5078,CG5078,447
FBgn0039346,CG5079,CG5079,148
FBgn0031313,CG5080,CG5080,554
FBgn0034288,CG5084,CG5084,234
FBgn0035953,CG5087,CG5087,1078
FBgn0034144,CG5089,CG5089,436
FBgn0032235,CG5096,CG5096,491
FBgn0034300,CG5098,CG5098,1339
FBgn0036784,CG5103,CG5103,623
FBgn0037009,CG5104,CG5104,163
FBgn0039342,CG5107,CG5107,213
FBgn0032642,CG5110,CG5110,124
FBgn0039343,CG5111,CG5111,614
FBgn0039341,CG5112,CG5112,523
FBgn0036460,CG5114,CG5114,445
FBgn0039339,CG5116,CG5116,526
FBgn0032471,CG5122,CG5122,1263
FBgn0031320,CG5126,CG5126,455
FBgn0032644,CG5131,CG5131,283
FBgn0031323,CG5139,CG5139,179
FBgn0035957,CG5144,CG5144,388
FBgn0031904,CG5149,CG5149,448
FBgn0036576,CG5151,CG5151,493
FBgn0036575,CG5157,CG5157,119
FBgn0031906,CG5160,CG5160,328
FBgn0030828,CG5162,CG5162,411
FBgn0031907,CG5171,CG5171,296
FBgn0030830,CG5172,CG5172,172
FBgn0034345,CG5174,CG5174,369
FBgn0031908,CG5177,CG5177,276
FBgn0043457,CG5180,CG5180,355
FBgn0031909,CG5181,CG5181,204
FBgn0032247,CG5188,CG5188,317
FBgn0034350,CG5189,CG5189,125
FBgn0038803,CG5191,CG5191,552
FBgn0035955,CG5194,CG5194,302
FBgn0038039,CG5196,CG5196,427
FBgn0036994,CG5199,CG5199,382
FBgn0038345,CG5213,CG5213,251
FBgn0037891,CG5214,CG5214,468
FBgn0038694,CG5217,CG5217,215
FBgn0038471,CG5220,CG5220,302
FBgn0038468,CG5225,CG5225,594
FBgn0036565,CG5235,CG5235,698
FBgn0038047,CG5245,CG5245,501
FBgn0038484,CG5246,CG5246,272
FBgn0038691,CG5250,CG5250,311
FBgn0040383,CG5254,CG5254,306
FBgn0038485,CG5255,CG5255,273
FBgn0036988,CG5262,CG5262,509
FBgn0038486,CG5265,CG5265,643
FBgn0034154,CG5267,CG5267,201
FBgn0037897,CG5270,CG5270,2243
FBgn0040382,CG5273,CG5273,469
FBgn0036987,CG5274,CG5274,373
FBgn0037900,CG5276,CG5276,419
FBgn0035952,CG5280,CG5280,250
FBgn0037902,CG5281,CG5281,347
FBgn0036986,CG5282,CG5282,451
FBgn0038490,CG5285,CG5285,280
FBgn0032477,CG5287,CG5287,409
FBgn0036772,CG5290,CG5290,798
FBgn0038491,CG5292,CG5292,160
FBgn0038704,CG5316,CG5316,662
FBgn0030575,CG5321,CG5321,413
FBgn0034362,CG5323,CG5323,146
FBgn0038983,CG5326,CG5326,277
FBgn0034363,CG5327,CG5327,149
FBgn0030577,CG5334,CG5334,210
FBgn0034365,CG5335,CG5335,321
FBgn0034925,CG5339,CG5339,305
FBgn0037916,CG5342,CG5342,837
FBgn0038981,CG5346,CG5346,403
FBgn0030578,CG5347,CG5347,285
FBgn0034156,CG5348,CG5348,625
FBgn0032242,CG5355,CG5355,756
FBgn0037773,CG5359,CG5359,173
FBgn0032228,CG5367,CG5367,338
FBgn0038977,CG5376,CG5376,229
FBgn0038974,CG5377,CG5377,278
FBgn0038951,CG5380,CG5380,293
FBgn0032218,CG5381,CG5381,686
FBgn0038950,CG5382,CG5382,299
FBgn0038945,CG5386,CG5386,254
FBgn0038944,CG5388,CG5388,165
FBgn0032213,CG5390,CG5390,406
FBgn0038943,CG5391,CG5391,177
FBgn0031327,CG5397,CG5397,665
FBgn0038353,CG5399,CG5399,218
FBgn0039521,CG5402,CG5402,154
FBgn0038354,CG5404,CG5404,627
FBgn0038806,CG5412,CG5412,279
FBgn0032436,CG5418,CG5418,355
FBgn0032434,CG5421,CG5421,426
FBgn0032431,CG5435,CG5435,192
FBgn0032476,CG5439,CG5439,520
FBgn0031331,CG5440,CG5440,169
FBgn0030838,CG5445,CG5445,303
FBgn0032429,CG5446,CG5446,86
FBgn0039427,CG5447,CG5447,164
FBgn0039430,CG5455,CG5455,688
FBgn0032478,CG5458,CG5458,344
FBgn0038815,CG5466,CG5466,594
FBgn0038386,CG5478,CG5478,263
FBgn0034364,CG5493,CG5493,238
FBgn0027565,CG5498,CG5498,448
FBgn0039461,CG5500,CG5500,167
FBgn0002174,CG5504,CG5504,520
FBgn0036766,CG5506,CG5506,180
FBgn0038054,CG5509,CG5509,139
FBgn0039160,CG5510,CG5510,329
FBgn0039163,CG5515,CG5515,244
FBgn0038389,CG5516,CG5516,176
FBgn0039466,CG5521,CG5521,1964
FBgn0034158,CG5522,CG5522,702
FBgn0034902,CG5532,CG5532,112
FBgn0036764,CG5535,CG5535,630
FBgn0034907,CG5539,CG5539,296
FBgn0030603,CG5541,CG5541,463
FBgn0034908,CG5543,CG5543,655
FBgn0034160,CG5550,CG5550,250
FBgn0034914,CG5554,CG5554,330
FBgn0038686,CG5555,CG5555,558
FBgn0031332,CG5556,CG5556,299
FBgn0031333,CG5561,CG5561,305
FBgn0031335,CG5565,CG5565,240
FBgn0036760,CG5567,CG5567,330
FBgn0035641,CG5568,CG5568,545
FBgn0034919,CG5569,CG5569,196
FBgn0036759,CG5577,CG5577,315
FBgn0036754,CG5589,CG5589,594
FBgn0039537,CG5590,CG5590,412
FBgn0035645,CG5592,CG5592,540
FBgn0034920,CG5597,CG5597,260
FBgn0030612,CG5599,CG5599,462
FBgn0038058,CG5608,CG5608,687
FBgn0039531,CG5611,CG5611,326
FBgn0039529,CG5612,CG5612,428
FBgn0030839,CG5613,CG5613,655
FBgn0038359,CG5614,CG5614,358
FBgn0036975,CG5618,CG5618,510
FBgn0038357,CG5623,CG5623,279
FBgn0036266,CG5626,CG5626,383
FBgn0039527,CG5639,CG5639,1511
FBgn0038046,CG5641,CG5641,396
FBgn0035948,CG5644,CG5644,459
FBgn0036254,CG5645,CG5645,855
FBgn0039525,CG5646,CG5646,303
FBgn0035943,CG5653,CG5653,476
FBgn0030620,CG5662,CG5662,292
FBgn0037082,CG5664,CG5664,711
FBgn0036977,CG5665,CG5665,395
FBgn0032656,CG5674,CG5674,489
FBgn0032200,CG5676,CG5676,156
FBgn0032658,CG5681,CG5681,535
FBgn0035293,CG5687,CG5687,683
FBgn0040989,CG5693,CG5693,72
FBgn0032197,CG5694,CG5694,623
FBgn0038846,CG5697,CG5697,133
FBgn0026570,CG5704,CG5704,335
FBgn0026593,CG5707,CG5707,361
FBgn0032196,CG5708,CG5708,241
FBgn0039180,CG5715,CG5715,295
FBgn0034315,CG5721,CG5721,464
FBgn0034313,CG5726,CG5726,766
FBgn0032193,CG5727,CG5727,183
FBgn0039182,CG5728,CG5728,1430
FBgn0032192,CG5731,CG5731,413
FBgn0032191,CG5734,CG5734,490
FBgn0034304,CG5742,CG5742,585
FBgn0038855,CG5745,CG5745,546
FBgn0039186,CG5746,CG5746,480
FBgn0034301,CG5756,CG5756,1220
FBgn0034299,CG5757,CG5757,211
FBgn0032666,CG5758,CG5758,625
FBgn0039190,CG5762,CG5762,200
FBgn0034292,CG5767,CG5767,253
FBgn0039198,CG5768,CG5768,262
FBgn0034291,CG5770,CG5770,213
FBgn0034290,CG5773,CG5773,127
FBgn0032450,CG5776,CG5776,799
FBgn0038930,CG5778,CG5778,117
FBgn0032448,CG5781,CG5781,266
FBgn0032670,CG5783,CG5783,287
FBgn0032454,CG5787,CG5787,950
FBgn0039207,CG5789,CG5789,1402
FBgn0032677,CG5790,CG5790,665
FBgn0040582,CG5791,CG5791,98
FBgn0038858,CG5793,CG5793,220
FBgn0030855,CG5800,CG5800,826
FBgn0039223,CG5805,CG5805,339
FBgn0027617,CG5808,CG5808,653
FBgn0038866,CG5810,CG5810,428
FBgn0027574,CG5815,CG5815,581
